,host_response_time,host_response_rate,host_is_superhost,host_identity_verified,property_type,room_type,bathrooms_text,instant_bookable,minimum_nights,maximum_nights
1428,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1429,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1430,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1431,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1432,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,Limitados,t,Alto,Alto
1433,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1434,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1435,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1436,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1437,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1438,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1439,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1440,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1441,No rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Bajo
1442,Rapida,Respuesta alta,t,t,No Entire,No Entire,Limitados,f,Bajo,Bajo
1443,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1444,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1445,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1446,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1447,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1448,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1449,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1450,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1451,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1452,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1453,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1454,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1455,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1456,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,f,Alto,Alto
1457,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1458,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1459,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1460,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1461,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1462,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1463,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1464,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1465,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1466,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1467,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1468,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1469,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1470,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1471,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1472,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1473,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Bajo,Bajo
1474,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1475,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1476,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1477,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1478,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1479,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1480,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1481,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1482,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1483,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1484,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1485,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1486,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1487,Rapida,Respuesta alta,t,t,No Entire,Entire home/apt,No limitados,t,Bajo,Alto
1488,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1489,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1490,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1491,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1492,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1493,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1494,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Alto
1495,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Bajo
1496,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1497,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Bajo
1498,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1499,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1500,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1501,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Alto
1502,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1503,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1504,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1505,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1506,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1507,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1508,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1509,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1510,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1511,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1512,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1513,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1514,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1515,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1516,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1517,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1518,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1519,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1520,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1521,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1522,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1523,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1524,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1525,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1526,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1527,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1528,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1529,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1530,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1531,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,Limitados,t,Bajo,Alto
1532,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1533,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1534,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1535,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1536,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1537,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1538,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1539,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1540,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1541,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1542,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1543,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1544,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1545,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1546,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1547,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1548,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1549,No rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1550,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1551,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1552,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1553,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1554,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1555,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1556,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1557,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1558,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1559,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1560,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1561,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1562,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,f,Alto,Alto
1563,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1564,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1565,Rapida,Respuesta alta,t,f,No Entire,No Entire,Limitados,t,Bajo,Bajo
1566,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1567,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1568,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1569,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1570,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1571,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1572,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1573,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1574,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1575,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Bajo
1576,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1577,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1578,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1579,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1580,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Alto
1581,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1582,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,f,Alto,Bajo
1583,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1584,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1585,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1586,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1587,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1588,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1589,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1590,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1591,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1592,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1593,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,f,Alto,Bajo
1594,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1595,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1596,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1597,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1598,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1599,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1600,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1601,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1602,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1603,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1604,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1605,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1606,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1607,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1608,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1609,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,t,Bajo,Alto
1610,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1611,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1612,No rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1613,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1614,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1615,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1616,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1617,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1618,Rapida,Respuesta alta,t,t,No Entire,No Entire,Limitados,f,Alto,Alto
1619,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1620,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1621,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1622,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1623,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1624,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1625,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1626,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1627,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1628,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Alto,Alto
1629,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1630,Rapida,Respuesta alta,f,f,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1631,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1632,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Bajo
1633,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Bajo
1634,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1635,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1636,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1637,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1638,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1639,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1640,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1641,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1642,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1643,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1644,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1645,Rapida,Respuesta alta,t,f,No Entire,No Entire,Limitados,f,Alto,Alto
1646,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1647,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1648,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1649,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1650,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,f,Bajo,Alto
1651,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1652,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1653,Rapida,Respuesta alta,f,t,No Entire,No Entire,No limitados,t,Bajo,Bajo
1654,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,t,Alto,Alto
1655,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1656,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,f,Bajo,Bajo
1657,No rapida,Respuesta baja,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1658,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1659,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1660,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1661,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1662,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1663,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1664,Rapida,Respuesta alta,t,t,No Entire,No Entire,No limitados,f,Alto,Bajo
1665,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1666,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
1667,Rapida,Respuesta alta,f,t,Entire Place,Entire home/apt,No limitados,t,Bajo,Alto
1668,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Alto
1669,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Alto
1670,Rapida,Respuesta alta,f,t,No Entire,No Entire,Limitados,t,Alto,Alto
1671,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Bajo,Alto
1672,Rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Bajo
1673,No rapida,Respuesta alta,t,t,Entire Place,Entire home/apt,No limitados,f,Alto,Alto
